text,label_id,label,display_name,source_type,text_length,word_count
Denial reason: Claim contains inconsistent administrative information. Correct and resubmit if appropriate. (claim ID CLM000345) [claim reference REF000345],9,other,Other Administrative,synthetic_rarc_style,156,18
Remark: Claim format issue requires correction before payment; Validate supporting information before appeal; (payer edit EDT-961) action: route to denial prevention team. [claim reference REF000293],9,other,Other Administrative,synthetic_rarc_style,199,25
Payer response: Procedure and diagnosis coding are inconsistent. Correct and resubmit if appropriate. (clm line 5) [audit reference REF000282],1,coding_error,Coding Error,synthetic_rarc_style,142,19
"Payer response: Coverage terminated before the submitted service was performed. (claim ID CLM000174) action: verify before resubmission. The service may be covered, but another denial condition should be reviewed. [audit reference REF000174]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,241,32
The maximum allowable payment for this encounter/procedure was paid by the primary insurance. No further payment due.,7,coordination_of_benefits,Coordination of Benefits,official_rarc,117,17
clm review note: Claim format issue requires correction before payment. Correct and resubmit if appropriate. action: confirm payer rule. [claim reference REF000133],9,other,Other Administrative,synthetic_rarc_style,164,22
Missing review organization approval.,2,authorization,Authorization / Referral,official_rarc,37,4
"Claim review note: Submitted CPT code is not valid for the provider specialty. Additional follow-up is required. (DOS 2023-05-16) status: analyst review recommended. Coverage appears active, but another payer rule may still apply. [claim reference REF000028]",1,coding_error,Coding Error,synthetic_rarc_style,258,36
clm review note: Coordination of benefits information is missing or outdated. Please review before resubmission. [review reference REF000245],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,141,18
Payer response: Service is bundled into another payable procedure. Additional follow-up is required. (encounter ENC87435) [claim reference REF000324],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,149,18
"provider enrollment or billing status requires review; correct and resubmit if appropriate; (claim line 4) action: attach support if available. Eligibility was checked separately, but the line still needs review. [audit reference REF000184]",9,other,Other Administrative,synthetic_rarc_style,240,33
"Denial reason: Procedure and diagnosis coding are inconsistent. Route to the responsible RCM workqueue. (claim ID CLM000193) action: confirm payer rule. Eligibility was checked separately, but the line still needs review. [audit reference REF000193]",1,coding_error,Coding Error,synthetic_rarc_style,249,34
claim review note: claim requires manual review due to health plan processing rules. correct and resubmit if appropriate. (claim ID CLM000140) [case reference REF000140],9,other,Other Administrative,synthetic_rarc_style,169,24
payer response: the approved auth does not match the billed procedure. please review before resubmission. (payer edit EDT-240) [prebill reference REF000229],2,authorization,Authorization / Referral,synthetic_rarc_style,156,21
claim review note: claim lacks documentation required by payer policy. action: verify before resubmission. [audit reference REF000026],8,documentation,Documentation,synthetic_rarc_style,134,17
Not covered when considered routine.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,36,5
Claim review note: Submitted documentation is incomplete for the billed procedure; Correct and resubmit if appropriate; (claim ID CLM000859) [audit reference REF000859],8,documentation,Documentation,synthetic_rarc_style,168,22
Payer response: Medicare contractor order could not be determined from submitted information. (claim ID CLM000352) [audit reference REF000352],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,142,18
"Claim review note: Duplicate claim line detected by payer processing rules; Please review before resubmission; (review batch B111) Filing date appears within the normal workflow, but the payer response remains unresolved. [review reference REF000172]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,250,34
Claim review note: Insurer received the claim after the contractual deadline. Validate supporting information before appeal. (encounter ENC13268) status: analyst review recommended. [review reference REF000183],5,timely_filing,Timely Filing,synthetic_rarc_style,210,25
"Adjudication message: Prior authorization was required but not found. Route to the responsible RCM workqueue. (DOS 2023-08-19) status: analyst review recommended. Medical necessity support may exist, but the claim needs final analyst review. [case reference REF000062]",2,authorization,Authorization / Referral,synthetic_rarc_style,268,36
Denial reason: The level of service is not supported by clinical information. Validate supporting information before appeal. workqueue: pre-bill review. [audit reference REF000245],6,medical_necessity,Medical Necessity,synthetic_rarc_style,180,23
Remark: Other coverage information conflicts with payer records. Correct and resubmit if appropriate. (claim line 12) [review reference REF000127],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,146,19
Adjudication message: Member coverage was inactive on the date of service. Correct and resubmit if appropriate. (review batch B821) [audit reference REF000079],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,159,22
Missing Therapy Notes/Report.,8,documentation,Documentation,official_rarc,29,3
Encounter is not covered when patient is under age 50.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,54,10
"Claim review note: COB records indicate another plan has payment responsibility; (claim ID CLM000047) Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000047]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,208,29
Denial reason: Provider enrollment or billing status requires review. Please review before resubmission. (payer edit EDT-926) status: analyst review recommended. [review reference REF000113],9,other,Other Administrative,synthetic_rarc_style,190,23
This decision was based on a National Coverage Determination (NCD). An NCD provides a coverage determination as to whether a particular item or claim line is covered. Visit CMS.gov and search for Medicare Coverage Database to find a copy of the policy.,6,medical_necessity,Medical Necessity,official_rarc,252,42
Claim review note: Payer policy identifies the service as investigational or excluded. Additional follow-up is required. (DOS 2023-04-09) [claim reference REF000271],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,165,21
Remark: The clm line exceeded the authorized number of visits; (payer edit EDT-857) action: verify before resubmission. [review reference REF000075],2,authorization,Authorization / Referral,synthetic_rarc_style,148,20
Denial reason: Health plan requested records were not received. Please review before resubmission. (DOS 2023-10-26) [case reference REF000525],8,documentation,Documentation,synthetic_rarc_style,142,18
"Adjudication message: Coverage policy excludes the billed procedure. Correct and resubmit if appropriate. (review batch B200) Eligibility was checked separately, but the line still needs review. [review reference REF000077]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,223,29
Denial reason: Modifier is missing or inconsistent with the billed encounter. Correct and resubmit if appropriate. (encounter ENC61290) [review reference REF000319],1,coding_error,Coding Error,synthetic_rarc_style,164,21
"Remark: Procedure is excluded by payer coverage policy. Please review before resubmission. (DOS 2023-07-07) status: analyst review recommended. Coding was reviewed, but payer edits may still require follow-up. [case reference REF000378]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,236,31
"Adjudication message: Duplicate submission identified for provider, patient, and date. Correct and resubmit if appropriate. action: confirm payer rule. [case reference REF000104]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,178,22
PAYER RESPONSE: HEALTH PLAN REQUESTED RECORDS WERE NOT RECEIVED. ROUTE TO THE RESPONSIBLE RCM WORKQUEUE. (claim ID CLM000727) [review reference REF000727],8,documentation,Documentation,synthetic_rarc_style,154,21
"Remark: Coverage terminated before the submitted service was performed. Please review before resubmission. (claim ID CLM000069) action: confirm payer rule. Other insurance information may be current, but payer sequencing should be checked. [prebill reference REF000069]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,269,35
Remark: clm contains a code combination that requires correction; Validate supporting information before appeal; (claim ID CLM000204) status: analyst review recommended. [claim reference REF000204],1,coding_error,Coding Error,synthetic_rarc_style,197,24
Claim review note: Service is bundled into another payable procedure; Route to the responsible RCM workqueue; (review batch B971) [review reference REF000322],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,158,22
Adjudication message: Medical records are required to support this claim. (review batch B292) [audit reference REF000620],8,documentation,Documentation,synthetic_rarc_style,121,16
"Claim lacks documentation required by payer policy. Validate supporting information before appeal. action: verify before resubmission. Medical necessity support may exist, but the claim needs final analyst review. [claim reference REF000565]",8,documentation,Documentation,synthetic_rarc_style,241,31
"Adjudication message: Carrier records show this service was already adjudicated. Please review before resubmission. (review batch B204) action: attach support if available. Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000273]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,279,37
Adjudication message: Referral information is missing or incomplete. Additional follow-up is required. (payer edit EDT-799) action: confirm payer rule. [audit reference REF000232],2,authorization,Authorization / Referral,synthetic_rarc_style,179,22
Procedure code is invalid for the submitted claim format. Validate supporting information before appeal. [review reference REF000049],1,coding_error,Coding Error,synthetic_rarc_style,133,17
"Denial reason: Claim lacks documentation required by payer policy. Validate supporting information before appeal. (claim ID CLM000024) The service may be covered, but another denial condition should be reviewed. [audit reference REF000024]",8,documentation,Documentation,synthetic_rarc_style,239,32
Denial reason: Benefits must be coordinated with the patient's primary carrier. Validate supporting information before appeal. (review batch B334) [case reference REF000270],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,173,22
PAYER RESPONSE: PROCEDURE AND DIAGNOSIS CODING ARE INCONSISTENT; (claim ID CLM000179) action: route to denial prevention team. [claim reference REF000179],1,coding_error,Coding Error,synthetic_rarc_style,154,20
claim review note: claim denied because the benefit category does not cover this service. (encounter ENC74275) [prebill reference REF000295],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,140,19
Original claim closed due to changes in submitted data. Adjustment claim will be processed under a new claim number.,9,other,Other Administrative,official_rarc,116,19
CLAIM REVIEW NOTE: PAYER RECEIVED THE CLAIM AFTER THE CONTRACTUAL DEADLINE. ADDITIONAL FOLLOW-UP IS REQUIRED. (review batch B347) action: route to denial prevention team. [review reference REF000091],5,timely_filing,Timely Filing,synthetic_rarc_style,199,27
"Claim format issue requires correction before payment; Route to the responsible RCM workqueue; (encounter ENC76619) status: analyst review recommended. Coding was reviewed, but payer edits may still require follow-up. [prebill reference REF000191]",9,other,Other Administrative,synthetic_rarc_style,247,32
"Adjudication message: Medicare contractor policy identifies the service as investigational or excluded. Additional follow-up is required. action: attach support if available. Coverage appears active, but another payer rule may still apply. [prebill reference REF000031]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,269,34
Service denied because payment already made for same/similar procedure within set time frame.,3,duplicate_claim,Duplicate Claim,official_rarc,93,13
"Records indicate this beneficiary was a prisoner or in custody of a Federal, State, or local authority when the treatment was rendered. This payer does not cover items and services furnished to an individual while he or she is in custody under a penal statute or rule, unless under State or local law, the individual is personally liable for the cost of his or her health care while in custody and the State or local government pursues the collection of such debt in the same way and with the same vigor as the collection of its other debts. The provider can collect from the Federal/State/ Local Authority as appropriate.",0,eligibility,Eligibility / Coverage,official_rarc,622,109
"Claim review note: Referral was required before the procedure could be covered; Additional follow-up is required; (DOS 2023-01-23) Medical necessity support may exist, but the claim needs final analyst review. [case reference REF000200]",2,authorization,Authorization / Referral,synthetic_rarc_style,236,33
"Adjudication message: Primary insurance payment details are needed before processing. Route to the responsible RCM workqueue. (encounter ENC58978) action: confirm payer rule. Authorization details may be present, but the claim still needs validation. [claim reference REF000260]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,278,36
Medical code sets used must be the codes in effect at the time of encounter.,1,coding_error,Coding Error,official_rarc,76,15
Subscriber ineligible for this treatment.,0,eligibility,Eligibility / Coverage,official_rarc,41,5
Missing patient medical record for this treatment.,8,documentation,Documentation,official_rarc,50,7
"Provider enrollment or billing status requires review; Please review before resubmission; (encounter ENC71909) docs may be available, but the record should be confirmed. [review reference REF000114]",9,other,Other Administrative,synthetic_rarc_style,198,26
"Payer response: Plan records show the subscriber was not eligible for benefits. Please review before resubmission. (claim line 7) status: analyst review recommended. Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000257]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,277,38
Not covered when performed during the same session/date as a previously processed encounter for the patient.,3,duplicate_claim,Duplicate Claim,official_rarc,108,16
"The information furnished does not substantiate the need for this level of service. If you believe the service should have been fully covered as billed, or if you did not know and could not reasonably have been expected to know that we would not pay for this level of service, or if you notified the patient in writing in advance that we would not pay for this level of service and he/she agreed in writing to pay, ask us to review your claim within 120 days of the date of this notice. If you do not request an appeal, we will, upon application from the patient, reimburse him/her for the amount you have collected from him/her in excess of any deductible and coinsurance amounts. We will recover the reimbursement from you as an overpayment.",6,medical_necessity,Medical Necessity,official_rarc,743,134
"Records indicate this patient was a prisoner or in custody of a Federal, State, or local authority when the service was rendered. This carrier does not cover items and services furnished to an individual while he or she is in custody under a penal statute or rule, unless under State or local law, the individual is personally liable for the cost of his or her health care while in custody and the State or local government pursues the collection of such debt in the same way and with the same vigor as the collection of its other debts. The provider can collect from the Federal/State/ Local Authority as appropriate.",0,eligibility,Eligibility / Coverage,official_rarc,618,109
Adjudication message: Coordination of benefits information is missing or outdated. Additional follow-up is required. (review batch B892) [prebill reference REF000288],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,166,20
Remark: The level of service is not supported by clinical information. Additional follow-up is required. (review batch B526) [audit reference REF000194],6,medical_necessity,Medical Necessity,synthetic_rarc_style,152,21
"denial reason: subscriber id does not match active payer records. validate supporting information before appeal. Medical necessity support may exist, but the claim needs final analyst review. [review reference REF000189]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,220,30
REMARK: THE CODE BILLED IS NOT PAYABLE WITH THE SUBMITTED MODIFIER; (clm line 11) [audit reference REF000372],1,coding_error,Coding Error,synthetic_rarc_style,109,17
"Prior authorization was required but not found. Route to the responsible RCM workqueue. (encounter ENC51203) Coverage appears active, but another payer rule may still apply. [review reference REF000089]",2,authorization,Authorization / Referral,synthetic_rarc_style,202,28
Payer response: proc is excluded by insurer coverage policy. (payer edit EDT-865) [audit reference REF000060],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,109,15
Payer response: The code billed is not payable with the submitted modifier; (DOS 2023-05-26) [audit reference REF000070],1,coding_error,Coding Error,synthetic_rarc_style,120,17
Remark: Modifier is missing or inconsistent with the billed treatment. Correct and resubmit if appropriate. (payer edit EDT-267) [prebill reference REF000017],1,coding_error,Coding Error,synthetic_rarc_style,158,21
"Payer requested records were not received. workqueue: pre-bill review. No duplicate was confirmed during intake, but adjudication notes still require review. [case reference REF000238]",8,documentation,Documentation,synthetic_rarc_style,184,24
The HCPCS code requires a more specific billing modifier; Please review before resubmission; (clm ID CLM000037) [case reference REF000037],1,coding_error,Coding Error,synthetic_rarc_style,138,19
"Denial reason: Authorization was denied before claim submission. Please review before resubmission. Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000137]",2,authorization,Authorization / Referral,synthetic_rarc_style,206,27
"Adjudication message: Referral information is missing or incomplete. Route to the responsible RCM workqueue. workqueue: pre-bill review. med necessity support may exist, but the claim needs final analyst review. [claim reference REF000325]",2,authorization,Authorization / Referral,synthetic_rarc_style,239,32
CLAIM LINE WAS ALREADY BILLED FOR THE SAME PATIENT AND DATE. (DOS 2023-08-15) workqueue: pre-bill review. [prebill reference REF000169],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,135,19
"Adjudication message: Claim line is not considered medically necessary for the reported condition. (DOS 2023-07-24) Documentation may be available, but the record should be confirmed. [prebill reference REF000086]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,213,28
"Claim review note: Billing information could not be validated by payer; Route to the responsible RCM workqueue; (claim line 9) Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000121]",9,other,Other Administrative,synthetic_rarc_style,238,35
clm review note: Claim was received after the timely filing deadline. action: route to denial prevention team. [case reference REF000252],5,timely_filing,Timely Filing,synthetic_rarc_style,137,20
Claim requires updated other-insurance information. Please review before resubmission. [prebill reference REF000091],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,116,12
Payer response: Payer requested additional review before final adjudication. Route to the responsible RCM workqueue. (encounter ENC19108) status: analyst review recommended. [claim reference REF000094],9,other,Other Administrative,synthetic_rarc_style,201,24
"Adjudication message: Medical necessity review determined the encounter was not justified. (payer edit EDT-210) workqueue: pre-bill review. Coding was reviewed, but payer edits may still require follow-up. [claim reference REF000225]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,233,30
Not covered when the patient is under age 35.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,45,9
Payer response: Benefit limitations do not allow payment for this service. Route to the responsible RCM workqueue. workqueue: pre-bill review. [prebill reference REF000111],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,172,23
Adjudication message: The billed service is considered non-covered for this plan. Validate supporting information before appeal. (claim line 8) [claim reference REF000033],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,171,22
"Claim review note: Encounter is not covered under the patient's benefit plan. Correct and resubmit if appropriate. (encounter ENC38091) status: analyst review recommended. Authorization details may be present, but the claim still needs validation. [audit reference REF000050]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,275,37
"Claim review note: Clinical notes are insufficient to validate the service. Validate supporting information before appeal. Other insurance information may be current, but payer sequencing should be checked. [review reference REF000043]",8,documentation,Documentation,synthetic_rarc_style,235,31
Procedure is not covered unless the patient is classified as at high risk.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,74,13
Remark: Submitted information does not meet coverage determination criteria. Additional follow-up is required. (claim line 7) action: attach support if available. [claim reference REF000008],6,medical_necessity,Medical Necessity,synthetic_rarc_style,190,24
No appeal right except duplicate claim/claim line issue. This claim line was included in a claim that has been previously billed and adjudicated.,3,duplicate_claim,Duplicate Claim,official_rarc,145,23
Denial reason: Coverage terminated before the submitted claim line was performed. Correct and resubmit if appropriate. (encounter ENC21542) action: confirm payer rule. [claim reference REF000032],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,195,25
"Payer response: Claim lacks documentation required by payer policy. Correct and resubmit if appropriate. Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000068]",8,documentation,Documentation,synthetic_rarc_style,216,29
Denial reason: Submitted CPT code is not valid for the provider specialty; Validate supporting information before appeal; (DOS 2023-08-05) action: verify before resubmission. [review reference REF000359],1,coding_error,Coding Error,synthetic_rarc_style,203,26
Diagnosis and documentation do not justify the service. Route to the responsible RCM workqueue. [prebill reference REF000254],6,medical_necessity,Medical Necessity,synthetic_rarc_style,125,17
Adjudication message: Payer system returned a general processing denial. Route to the responsible RCM workqueue. (claim line 1) [prebill reference REF000018],9,other,Other Administrative,synthetic_rarc_style,157,21
Medical records are required to support this claim. workqueue: pre-bill review. [prebill reference REF000193],8,documentation,Documentation,synthetic_rarc_style,109,14
Claim review note: No active benefit record was found for this patient. Additional follow-up is required. [claim reference REF000158],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,133,19
Denial reason: Payer system returned a general processing denial. Validate supporting information before appeal. (encounter ENC87442) action: attach support if available. [prebill reference REF000030],9,other,Other Administrative,synthetic_rarc_style,200,24
Denial reason: The billed service is considered non-covered for this plan. Route to the responsible RCM workqueue. (DOS 2023-04-19) [audit reference REF000092],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,159,22
Payer response: Procedure code is invalid for the submitted claim format. Validate supporting information before appeal. [claim reference REF000063],1,coding_error,Coding Error,synthetic_rarc_style,148,19
ADJUDICATION MESSAGE: bnft LIMITATIONS DO NOT ALLOW PAYMENT FOR THIS ENCOUNTER. ROUTE TO THE RESPONSIBLE RCM WORKQUEUE. (encounter ENC13954) [case reference REF000015],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,167,22
"Adjudication message: Timely filing limit was exceeded for this service. Route to the responsible RCM workqueue. (payer edit EDT-989) status: analyst review recommended. The service may be covered, but another denial condition should be reviewed. [claim reference REF000180]",5,timely_filing,Timely Filing,synthetic_rarc_style,274,38
Claim review note: Primary insurance payment details are needed before processing. Additional follow-up is required. (review batch B447) [audit reference REF000206],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,164,21
Incomplete/invalid orders.,8,documentation,Documentation,official_rarc,26,2
Encounter denied because payment already made for same/similar procedure within set time frame.,3,duplicate_claim,Duplicate Claim,official_rarc,95,13
Payer response: Service is bundled into another payable procedure. Please review before resubmission. (clm line 2) action: confirm payer rule. [review reference REF000235],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,171,23
"Other coverage information conflicts with payer records. Correct and resubmit if appropriate. (encounter ENC35799) Eligibility was checked separately, but the line still needs review. [audit reference REF000023]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,211,27
The svc exceeded the authorized number of visits. Additional follow-up is required. (DOS 2023-12-20) [audit reference REF000279],2,authorization,Authorization / Referral,synthetic_rarc_style,128,17
"Claim filing period expired before carrier receipt. Additional follow-up is required. (encounter ENC52689) Documentation may be available, but the record should be confirmed. [review reference REF000105]",5,timely_filing,Timely Filing,synthetic_rarc_style,203,26
Adjudication message: Diagnosis code does not support the procedure code submitted. Route to the responsible RCM workqueue. (review batch B247) [review reference REF000294],1,coding_error,Coding Error,synthetic_rarc_style,172,23
"Adjudication message: Carrier requested records were not received; Route to the responsible RCM workqueue; (DOS 2023-07-15) Other insurance information may be current, but payer sequencing should be checked. [prebill reference REF000814]",8,documentation,Documentation,synthetic_rarc_style,237,31
This claim/claim line is not payable under our claim line area. The claim must be filed to the Payer/Plan in whose claim line area the Rendering Physician is located.,9,other,Other Administrative,official_rarc,166,29
Adjudication message: Authorization number is invalid for this service. Route to the responsible RCM workqueue. (encounter ENC51369) [review reference REF000191],2,authorization,Authorization / Referral,synthetic_rarc_style,161,20
"Claim review note: Prior authorization was required but not found; Validate supporting information before appeal; (claim line 7) The service may be covered, but another denial condition should be reviewed. [case reference REF000300]",2,authorization,Authorization / Referral,synthetic_rarc_style,232,33
Submitted information does not meet coverage determination criteria. Route to the responsible RCM workqueue. [audit reference REF000182],6,medical_necessity,Medical Necessity,synthetic_rarc_style,136,17
Adjudication message: Claim line requires corrected coding before processing. Validate supporting information before appeal. [claim reference REF000436],1,coding_error,Coding Error,synthetic_rarc_style,152,17
Remark: Claim contains inconsistent administrative information. (claim line 11) [case reference REF000376],9,other,Other Administrative,synthetic_rarc_style,106,12
Denial reason: Claim denied because the benefit category does not cover this service. Please review before resubmission. (DOS 2023-07-16) action: verify before resubmission. [case reference REF000396],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,200,26
Documentation does not support that the services rendered were medically necessary.,6,medical_necessity,Medical Necessity,official_rarc,83,11
clm review note: Coding edit indicates the billed service conflicts with payer rules; Correct and resubmit if appropriate; (review batch B465) [audit reference REF000420],1,coding_error,Coding Error,synthetic_rarc_style,170,24
"Payer response: The encounter is not a payable benefit for this member; Please review before resubmission; Other insurance information may be current, but payer sequencing should be checked. [audit reference REF000035]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,218,31
claim review note: submitted cpt code is not valid for the provider specialty. validate supporting information before appeal. (encounter ENC65552) [review reference REF000150],1,coding_error,Coding Error,synthetic_rarc_style,175,23
denial reason: the service exceeded the authorized number of visits. please review before resubmission. (payer edit EDT-245) status: analyst review recommended. [claim reference REF000227],2,authorization,Authorization / Referral,synthetic_rarc_style,188,24
Adjudication message: Operative note or clinical report is missing. Validate supporting information before appeal. status: analyst review recommended. [case reference REF000800],8,documentation,Documentation,synthetic_rarc_style,177,21
"Insurer order could not be determined from submitted information; Correct and resubmit if appropriate; (payer edit EDT-805) Eligibility was checked separately, but the line still needs review. [audit reference REF000231]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,220,30
Payer response: Claim lacks documentation required by insurer policy; Additional follow-up is required; (claim line 9) [audit reference REF000745],8,documentation,Documentation,synthetic_rarc_style,146,19
Remark: Required attachment was not included with the claim. Correct and resubmit if appropriate. (DOS 2023-03-06) status: analyst review recommended. [review reference REF000108],8,documentation,Documentation,synthetic_rarc_style,179,23
Payer response: Claim denied because the benefit category does not cover this encounter. Additional follow-up is required. (claim ID CLM000376) [claim reference REF000376],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,171,23
Adjudication message: Payer requested additional review before final adjudication. Additional follow-up is required. (review batch B852) [review reference REF000525],9,other,Other Administrative,synthetic_rarc_style,165,19
Payer response: Subscriber ID does not match active payer records. Validate supporting information before appeal. (claim ID CLM000181) workqueue: pre-bill review. [case reference REF000181],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,189,24
payer response: coverage was suspended when the service was rendered. additional follow-up is required. (DOS 2023-09-24) [review reference REF000095],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,149,19
Remark: Diagnosis code does not support the procedure code submitted; (claim ID CLM000164) [review reference REF000164],1,coding_error,Coding Error,synthetic_rarc_style,119,16
PROOF OF TIMELY FILING IS REQUIRED FOR REVIEW; PLEASE REVIEW BEFORE RESUBMISSION; (review batch B704) workqueue: pre-bill review. [review reference REF000026],5,timely_filing,Timely Filing,synthetic_rarc_style,158,21
A matching clm has already been paid. (DOS 2023-06-02) action: verify before resubmission. [review reference REF000090],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,119,16
"Denial reason: Payer requested records were not received; Route to the responsible RCM workqueue; No duplicate was confirmed during intake, but adjudication notes still require review. [audit reference REF000122]",8,documentation,Documentation,synthetic_rarc_style,212,29
Denial reason: Claim line requires corrected coding before processing. (encounter ENC42785) action: route to denial prevention team. [audit reference REF000135],1,coding_error,Coding Error,synthetic_rarc_style,160,20
Payer response: Authorization number is invalid for this service. Validate supporting information before appeal. action: attach support if available. [prebill reference REF000215],2,authorization,Authorization / Referral,synthetic_rarc_style,179,22
"Denial reason: The code billed is not payable with the submitted modifier. Please review before resubmission. Other insurance information may be current, but payer sequencing should be checked. [audit reference REF000275]",1,coding_error,Coding Error,synthetic_rarc_style,221,31
claim review note: procedure is excluded by health plan coverage policy. please review before resubmission. [claim reference REF000164],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,135,18
"Adjudication message: Submitted documentation is incomplete for the billed service. (DOS 2023-10-19) action: confirm payer rule. Coverage appears active, but another payer rule may still apply. [claim reference REF000716]",8,documentation,Documentation,synthetic_rarc_style,221,29
Operative note or clinical report is missing. (claim ID CLM000300) [case reference REF000300],8,documentation,Documentation,synthetic_rarc_style,93,13
"Remark: Claim denied because the benefit category does not cover this proc; Additional follow-up is required; (DOS 2023-09-18) action: attach support if available. The service may be covered, but another denial condition should be reviewed. [audit reference REF000051]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,268,38
"Providers not participating in the Medicare Advantage Plan have the right to appeal if the plan has partially or fully denied payment or if the provider believes the plan has not paid the services at the expected Medicare reimbursable rate or type of level/encounter. Providers may file their appeal in writing within 60 calendar days after the date of the remittance advice. For the plan to review the appeal, the plan will need a completed signed Waiver of Liability Statement. To obtain a Waiver of Liability form, please contact your Medicare Advantage Plan.",9,other,Other Administrative,official_rarc,562,93
Claim review note: Coordination of benefits information is missing or outdated. Validate supporting information before appeal. (payer edit EDT-833) [review reference REF000012],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,176,22
Claim review note: Modifier is missing or inconsistent with the billed treatment; Please review before resubmission; (review batch B954) [prebill reference REF000404],1,coding_error,Coding Error,synthetic_rarc_style,166,22
Payer response: Service is bundled into another payable procedure. Additional follow-up is required. (claim ID CLM000192) [claim reference REF000192],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,149,19
Adjudication message: Additional documentation is needed before claim review can continue. Please review before resubmission. (DOS 2023-08-25) [case reference REF000740],8,documentation,Documentation,synthetic_rarc_style,169,20
Payer response: Procedure is excluded by payer coverage policy. Additional follow-up is required. (payer edit EDT-974) [audit reference REF000289],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,146,19
Denial reason: Proof of timely filing is required for review. Validate supporting information before appeal. [case reference REF000106],5,timely_filing,Timely Filing,synthetic_rarc_style,135,18
Payer response: Treatment was already billed for the same patient and date; Route to the responsible RCM workqueue; (claim line 12) action: verify before resubmission. [review reference REF000041],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,196,28
CLAIM REVIEW NOTE: DUPLICATE CLAIM LINE DETECTED BY PAYER PROCESSING RULES; action: route to denial prevention team. [claim reference REF000087],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,144,20
Resubmit this claim using only your National Provider Identifier (NPI).,9,other,Other Administrative,official_rarc,71,10
"clm review note: Medical records are required to support this claim; (review batch B353) action: verify before resubmission. Coverage appears active, but another payer rule may still apply. [claim reference REF000697]",8,documentation,Documentation,synthetic_rarc_style,217,31
