text,label_id,label,display_name,source_type,text_length,word_count
The maximum allowable payment for this treatment/procedure was paid by the primary insurance. No further payment due.,7,coordination_of_benefits,Coordination of Benefits,official_rarc,117,17
"Payer response: Diagnosis submitted does not meet Medicare contractor medical necessity criteria; Additional follow-up is required; (claim ID CLM000205) The service may be covered, but another denial condition should be reviewed. [review reference REF000205]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,258,34
Denial reason: Referral information is missing or incomplete. Route to the responsible RCM workqueue. action: confirm payer rule. [review reference REF000272],2,authorization,Authorization / Referral,synthetic_rarc_style,158,21
"Payer requested records were not received. Validate supporting information before appeal. (review batch B967) Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000082]",8,documentation,Documentation,synthetic_rarc_style,221,29
"remark: order, report, or supporting record is missing. please review before resubmission. (DOS 2023-06-10) status: analyst review recommended. [prebill reference REF000707]",8,documentation,Documentation,synthetic_rarc_style,173,21
Medical records are required to support this claim. (review batch B249) [prebill reference REF000695],8,documentation,Documentation,synthetic_rarc_style,101,14
Denial reason: Required attachment was not included with the claim. Route to the responsible RCM workqueue. (review batch B557) [case reference REF000227],8,documentation,Documentation,synthetic_rarc_style,154,22
Payer response: The plan does not cover this item in the submitted setting. Route to the responsible RCM workqueue. (review batch B935) [claim reference REF000204],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,163,25
Payer response: Medical records are required to support this claim; Correct and resubmit if appropriate; (DOS 2023-10-17) [prebill reference REF000578],8,documentation,Documentation,synthetic_rarc_style,151,20
"Claim review note: Encounter is not covered under the patient's benefit plan. Correct and resubmit if appropriate. (encounter ENC38091) status: analyst review recommended. Authorization details may be present, but the claim still needs validation. [audit reference REF000050]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,275,37
Payer response: This claim appears to duplicate a previously submitted claim. Validate supporting information before appeal. (claim ID CLM000152) status: analyst review recommended. [prebill reference REF000152],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,211,26
"Provider enrollment or billing status requires review; Please review before resubmission; (encounter ENC71909) docs may be available, but the record should be confirmed. [review reference REF000114]",9,other,Other Administrative,synthetic_rarc_style,198,26
Not covered when performed in this place of encounter.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,54,9
"Remark: Service was already billed for the same patient and date. Please review before resubmission. Authorization details may be present, but the claim still needs validation. [claim reference REF000227]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,204,29
Incomplete/invalid radiology report.,8,documentation,Documentation,official_rarc,36,3
"Claim review note: Claim lacks documentation required by health plan policy. Validate supporting information before appeal. Coding was reviewed, but payer edits may still require follow-up. [claim reference REF000436]",8,documentation,Documentation,synthetic_rarc_style,217,29
remark: required attachment was not included with the claim. please review before resubmission. (claim line 6) [claim reference REF000639],8,documentation,Documentation,synthetic_rarc_style,138,19
Payer response: Claim requires updated other-insurance information. (claim line 7) [audit reference REF000164],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,110,13
Not paid separately when the member is an inpatient.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,52,9
Not covered when the patient is under age 35.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,45,9
"Denial reason: Submission did not meet payer processing requirements. (review batch B519) action: attach support if available. Medical necessity support may exist, but the claim needs final analyst review. [case reference REF000411]",9,other,Other Administrative,synthetic_rarc_style,232,32
Incomplete/invalid patient medical record for this treatment.,8,documentation,Documentation,official_rarc,61,7
Payer response: The claim was not submitted within the required timeframe. (claim ID CLM000038) [case reference REF000038],5,timely_filing,Timely Filing,synthetic_rarc_style,122,17
Remark: Submitted CPT code is not valid for the provider specialty; Validate supporting information before appeal; (claim line 2) [claim reference REF000233],1,coding_error,Coding Error,synthetic_rarc_style,157,22
Not covered when performed during the same session/date as a previously processed procedure for the beneficiary.,3,duplicate_claim,Duplicate Claim,official_rarc,112,16
"Denial reason: Payer received the claim after the contractual deadline; (review batch B660) Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000179]",5,timely_filing,Timely Filing,synthetic_rarc_style,203,28
"Remark: Coding edit indicates the billed service conflicts with Medicare contractor rules. Route to the responsible RCM workqueue. (encounter ENC56165) action: route to denial prevention team. Authorization details may be present, but the claim still needs validation. [case reference REF000165]",1,coding_error,Coding Error,synthetic_rarc_style,295,40
"payer response: clinical notes are insufficient to validate the service. (claim line 9) status: analyst review recommended. The service may be covered, but another denial condition should be reviewed. [prebill reference REF000038]",8,documentation,Documentation,synthetic_rarc_style,230,32
CLAIM FORMAT ISSUE REQUIRES CORRECTION BEFORE PAYMENT. CORRECT AND RESUBMIT IF APPROPRIATE. (payer edit EDT-359) [review reference REF000146],9,other,Other Administrative,synthetic_rarc_style,141,18
Not covered when performed for the reported diagnosis.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,54,8
"Denial reason: Submitted information does not meet coverage determination criteria. Correct and resubmit if appropriate. (claim ID CLM000158) action: verify before resubmission. Documentation may be available, but the record should be confirmed. [review reference REF000158]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,274,35
"Order, report, or supporting record is missing. Please review before resubmission. (DOS 2023-11-02) action: verify before resubmission. Authorization details may be present, but the claim still needs validation. [claim reference REF000397]",8,documentation,Documentation,synthetic_rarc_style,239,31
Missing review organization approval.,2,authorization,Authorization / Referral,official_rarc,37,4
Consult plan benefit documents/guidelines for information about restrictions for this procedure.,9,other,Other Administrative,official_rarc,96,11
"Remark: Other coverage information conflicts with payer records. Correct and resubmit if appropriate. (claim ID CLM000180) Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000180]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,234,31
"Denial reason: The claim line matches a prior paid or pending line. (payer edit EDT-816) No duplicate was confirmed during intake, but adjudication notes still require review. [claim reference REF000181]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,203,30
Payer response: The plan does not cover this item in the submitted setting. Additional follow-up is required. workqueue: pre-bill review. [review reference REF000114],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,166,23
Remark: Pre-certification was not obtained before treatment. Validate supporting information before appeal. status: analyst review recommended. [case reference REF000322],2,authorization,Authorization / Referral,synthetic_rarc_style,170,19
"Adjudication message: Medical records are required to support this claim. Additional follow-up is required. Filing date appears within the normal workflow, but the payer response remains unresolved. [review reference REF000282]",8,documentation,Documentation,synthetic_rarc_style,227,30
"Denial reason: No active benefit record was found for this subscriber. Additional follow-up is required. (claim ID CLM000099) action: route to denial prevention team. Coverage appears active, but another payer rule may still apply. [prebill reference REF000099]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,261,37
Remark: Documentation does not support medical necessity for the claim line. (claim line 3) [claim reference REF000137],6,medical_necessity,Medical Necessity,synthetic_rarc_style,119,17
Denial reason: Modifier is missing or inconsistent with the billed service. Correct and resubmit if appropriate. (review batch B212) [prebill reference REF000225],1,coding_error,Coding Error,synthetic_rarc_style,162,22
Denial reason: Coverage was suspended when the service was rendered. Route to the responsible RCM workqueue. workqueue: pre-bill review. [case reference REF000070],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,163,22
Denial reason: Modifier is missing or inconsistent with the billed service. (claim line 3) status: analyst review recommended. [review reference REF000072],1,coding_error,Coding Error,synthetic_rarc_style,155,21
"Remark: Procedure is excluded by payer coverage policy. Please review before resubmission. (DOS 2023-07-07) status: analyst review recommended. Coding was reviewed, but payer edits may still require follow-up. [case reference REF000378]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,236,31
CLAIM REVIEW NOTE: INSURER POLICY IDENTIFIES THE SERVICE AS INVESTIGATIONAL OR EXCLUDED; CORRECT AND RESUBMIT IF APPROPRIATE; (encounter ENC75676) action: verify before resubmission. [audit reference REF000326],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,210,26
Diagnosis code does not support the procedure code submitted. Validate supporting information before appeal. (claim ID CLM000397) status: analyst review recommended. [audit reference REF000397],1,coding_error,Coding Error,synthetic_rarc_style,193,24
PAYER RESPONSE: PAYER REQUESTED ADDITIONAL REVIEW BEFORE FINAL ADJUDICATION; PLEASE REVIEW BEFORE RESUBMISSION; (review batch B764) [review reference REF000051],9,other,Other Administrative,synthetic_rarc_style,160,19
"Remark: The claim line matches a prior paid or pending line. Correct and resubmit if appropriate. (DOS 2023-07-18) status: analyst review recommended. Coding was reviewed, but payer edits may still require follow-up. [audit reference REF000192]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,244,35
"Adjudication message: Pre-certification was not obtained before treatment. Additional follow-up is required. (payer edit EDT-669) status: analyst review recommended. Filing date appears within the normal workflow, but the payer response remains unresolved. [audit reference REF000181]",2,authorization,Authorization / Referral,synthetic_rarc_style,284,35
"remark: coordination of benefits information is missing or outdated. route to the responsible rcm workqueue. (encounter ENC29471) Documentation may be available, but the record should be confirmed. [prebill reference REF000365]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,227,30
Denial reason: Corrected claim was submitted outside the allowed window. (DOS 2023-04-15) status: analyst review recommended. [claim reference REF000143],5,timely_filing,Timely Filing,synthetic_rarc_style,153,19
Incomplete/invalid itemized bill/statement.,8,documentation,Documentation,official_rarc,43,3
"The information furnished does not substantiate the need for this level of service. If you have collected any amount from the beneficiary for this level of service/any amount that exceeds the limiting charge for the less extensive service, the law requires you to refund that amount to the beneficiary within 30 days of receiving this notice.",6,medical_necessity,Medical Necessity,official_rarc,342,56
Remark: Another payer is primary and must process the claim first. Correct and resubmit if appropriate. [audit reference REF000168],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,131,19
Adjudication message: Authorization expired before the date of procedure; (claim line 12) [prebill reference REF000163],2,authorization,Authorization / Referral,synthetic_rarc_style,119,15
Claim review note: Submitted documentation is incomplete for the billed service. Please review before resubmission. (payer edit EDT-892) [prebill reference REF000504],8,documentation,Documentation,synthetic_rarc_style,166,21
Denial reason: The billed service is considered non-covered for this plan; Correct and resubmit if appropriate; (encounter ENC78805) [review reference REF000136],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,161,21
Adjudication message: A matching claim has already been paid; Please review before resubmission; (review batch B561) [case reference REF000257],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,143,19
"Claim review note: Insurer received the claim after the contractual deadline. Additional follow-up is required. (claim line 5) workqueue: pre-bill review. Filing date appears within the normal workflow, but the payer response remains unresolved. [prebill reference REF000220]",5,timely_filing,Timely Filing,synthetic_rarc_style,275,37
Payer system returned a general processing denial; Additional follow-up is required; (review batch B419) workqueue: pre-bill review. [review reference REF000491],9,other,Other Administrative,synthetic_rarc_style,161,20
Adjudication message: Operative note or clinical report is missing. Validate supporting information before appeal. (payer edit EDT-429) [case reference REF000411],8,documentation,Documentation,synthetic_rarc_style,162,20
remark: benefit limitations do not allow payment for this claim line. route to the responsible rcm workqueue. (claim ID CLM000087) action: confirm payer rule. [audit reference REF000087],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,186,27
"Claim review note: Authorization number is invalid for this service; Please review before resubmission; (claim ID CLM000113) Coverage appears active, but another payer rule may still apply. [prebill reference REF000113]",2,authorization,Authorization / Referral,synthetic_rarc_style,219,30
Health plan system returned a general processing denial. Validate supporting information before appeal. (review batch B387) [case reference REF000173],9,other,Other Administrative,synthetic_rarc_style,150,19
Adjudication message: Authorization number is invalid for this service. Route to the responsible RCM workqueue. (encounter ENC51369) [review reference REF000191],2,authorization,Authorization / Referral,synthetic_rarc_style,161,20
Payer response: Procedure and diagnosis coding are inconsistent. Route to the responsible RCM workqueue. (review batch B782) [prebill reference REF000065],1,coding_error,Coding Error,synthetic_rarc_style,154,20
"Adjudication message: Claim format issue requires correction before payment; (claim line 2) action: verify before resubmission. The service may be covered, but another denial condition should be reviewed. [review reference REF000085]",9,other,Other Administrative,synthetic_rarc_style,233,31
"Adjudication message: The claim line matches a prior paid or pending line. Correct and resubmit if appropriate. (payer edit EDT-153) Coding was reviewed, but payer edits may still require follow-up. [audit reference REF000235]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,226,33
Remark: Proof of timely filing is required for review. (DOS 2023-04-07) action: route to denial prevention team. [review reference REF000247],5,timely_filing,Timely Filing,synthetic_rarc_style,141,20
remark: the submitted claim line duplicates another claim in payer records. (review batch B795) [claim reference REF000255],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,123,17
Missing patient medical record for this treatment.,8,documentation,Documentation,official_rarc,50,7
Denial reason: Clinical notes are insufficient to validate the encounter; Route to the responsible RCM workqueue; (clm line 5) action: attach support if available. [case reference REF000690],8,documentation,Documentation,synthetic_rarc_style,190,27
diagnosis and documentation do not justify the encounter. validate supporting information before appeal. (payer edit EDT-245) [claim reference REF000172],6,medical_necessity,Medical Necessity,synthetic_rarc_style,153,19
"Adjudication message: No active benefit record was found for this member. Route to the responsible RCM workqueue. (encounter ENC60425) action: attach support if available. No duplicate was confirmed during intake, but adjudication notes still require review. [review reference REF000252]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,287,39
Adjudication message: Administrative issue prevented claim adjudication. Please review before resubmission. (DOS 2023-04-17) workqueue: pre-bill review. [prebill reference REF000252],9,other,Other Administrative,synthetic_rarc_style,182,19
Claim review note: Subscriber ID does not match active payer records. Additional follow-up is required. (claim line 9) [review reference REF000003],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,147,21
"Remark: Order, report, or supporting record is missing; Additional follow-up is required; (claim ID CLM000375) [case reference REF000375]",8,documentation,Documentation,synthetic_rarc_style,137,18
"Claim review note: Claim contains inconsistent administrative information. (DOS 2023-06-13) The service may be covered, but another denial condition should be reviewed. [prebill reference REF000225]",9,other,Other Administrative,synthetic_rarc_style,198,25
Denial reason: Coordination of benefits information is missing or outdated. Please review before resubmission. [claim reference REF000373],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,138,17
clm review note: Coding edit indicates the billed service conflicts with payer rules; Correct and resubmit if appropriate; (review batch B465) [audit reference REF000420],1,coding_error,Coding Error,synthetic_rarc_style,170,24
Remark: The plan does not cover this item in the submitted setting. Please review before resubmission. (DOS 2023-06-14) action: route to denial prevention team. [claim reference REF000117],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,188,27
"Claim review note: Billing information could not be validated by payer. Route to the responsible RCM workqueue. (claim ID CLM000234) action: confirm payer rule. Eligibility was checked separately, but the line still needs review. [prebill reference REF000234]",9,other,Other Administrative,synthetic_rarc_style,259,37
Denial reason: Authorization was denied before claim submission. Correct and resubmit if appropriate. action: attach support if available. [audit reference REF000285],2,authorization,Authorization / Referral,synthetic_rarc_style,166,21
"Remark: Submitted CPT code is not valid for the provider specialty. Route to the responsible RCM workqueue. (claim ID CLM000244) status: analyst review recommended. Medical necessity support may exist, but the claim needs final analyst review. [prebill reference REF000244]",1,coding_error,Coding Error,synthetic_rarc_style,273,39
Claim review note: Authorization expired before the date of service. Validate supporting information before appeal. (payer edit EDT-843) [prebill reference REF000061],2,authorization,Authorization / Referral,synthetic_rarc_style,166,21
Denial reason: Operative note or clinical report is missing. Route to the responsible RCM workqueue. (DOS 2023-10-14) action: confirm payer rule. [audit reference REF000381],8,documentation,Documentation,synthetic_rarc_style,173,24
"Adjudication message: Order, report, or supporting record is missing. Additional follow-up is required. (encounter ENC43314) The service may be covered, but another denial condition should be reviewed. [audit reference REF000728]",8,documentation,Documentation,synthetic_rarc_style,229,30
Payer response: Authorization expired before the date of procedure. (DOS 2023-09-25) [audit reference REF000197],2,authorization,Authorization / Referral,synthetic_rarc_style,112,14
"Remark: Claim line requires corrected coding before processing. (payer edit EDT-894) action: confirm payer rule. Coverage appears active, but another payer rule may still apply. [prebill reference REF000252]",1,coding_error,Coding Error,synthetic_rarc_style,207,28
"Adjudication message: Claim contains a code combination that requires correction. Additional follow-up is required. auth details may be present, but the claim still needs validation. [claim reference REF000054]",1,coding_error,Coding Error,synthetic_rarc_style,210,28
Payer response: Claim requires updated other-insurance information; Correct and resubmit if appropriate; [review reference REF000382],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,133,15
Remark: Claim line requires corrected coding before processing. Please review before resubmission. [audit reference REF000176],1,coding_error,Coding Error,synthetic_rarc_style,126,15
A matching clm has already been paid. (DOS 2023-06-02) action: verify before resubmission. [review reference REF000090],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,119,16
Payer response: Authorization number is invalid for this service. Validate supporting information before appeal. action: attach support if available. [prebill reference REF000215],2,authorization,Authorization / Referral,synthetic_rarc_style,179,22
Not covered when performed during the same session/date as a previously processed claim line for the beneficiary.,3,duplicate_claim,Duplicate Claim,official_rarc,113,17
Claim review note: Payer policy identifies the service as investigational or excluded. Additional follow-up is required. (DOS 2023-04-09) [claim reference REF000271],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,165,21
Remark: Claim lacks documentation required by payer policy. Route to the responsible RCM workqueue. (review batch B687) [case reference REF000056],8,documentation,Documentation,synthetic_rarc_style,146,20
Denial reason: Claim was received after the timely filing deadline. Correct and resubmit if appropriate. (payer edit EDT-504) [prebill reference REF000028],5,timely_filing,Timely Filing,synthetic_rarc_style,155,21
Remark: The plan does not cover this item in the submitted setting. Additional follow-up is required. (encounter ENC60462) [claim reference REF000075],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,150,21
"Denial reason: The plan does not cover this item in the submitted setting; Please review before resubmission; (DOS 2023-10-03) Coverage appears active, but another payer rule may still apply. [case reference REF000067]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,218,32
Remark: Pre-certification was not obtained before treatment. Route to the responsible RCM workqueue. (claim line 9) [review reference REF000143],2,authorization,Authorization / Referral,synthetic_rarc_style,144,19
claim review note: modifier is missing or inconsistent with the billed procedure. correct and resubmit if appropriate. [audit reference REF000255],1,coding_error,Coding Error,synthetic_rarc_style,146,20
Incomplete/invalid patient medical record for this service.,8,documentation,Documentation,official_rarc,59,7
"Claim review note: Payer requested records were not received. action: route to denial prevention team. Coding was reviewed, but payer edits may still require follow-up. [case reference REF000216]",8,documentation,Documentation,synthetic_rarc_style,195,28
"Order, report, or supporting record is missing. Route to the responsible RCM workqueue. (review batch B280) action: confirm payer rule. [claim reference REF000150]",8,documentation,Documentation,synthetic_rarc_style,163,23
"Payer response: Procedure and diagnosis coding are inconsistent. Additional follow-up is required. (payer edit EDT-304) workqueue: pre-bill review. No duplicate was confirmed during intake, but adjudication notes still require review. [prebill reference REF000192]",1,coding_error,Coding Error,synthetic_rarc_style,264,33
Predetermination of services is not allowed under the subscriber's plan.,2,authorization,Authorization / Referral,official_rarc,72,10
"adjudication message: repeat billing detected for the same procedure. route to the responsible rcm workqueue. (encounter ENC92275) The service may be covered, but another denial condition should be reviewed. [audit reference REF000245]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,235,32
Remark: Secondary health plan cannot process without primary health plan adjudication; Additional follow-up is required; (claim ID CLM000324) [audit reference REF000324],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,169,21
Missing/incomplete/invalid proof of patient payment.,8,documentation,Documentation,official_rarc,52,5
"Remark: Procedure and diagnosis coding are inconsistent. Please review before resubmission. (DOS 2023-12-25) action: verify before resubmission. Medical necessity support may exist, but the claim needs final analyst review. [prebill reference REF000334]",1,coding_error,Coding Error,synthetic_rarc_style,253,32
Other coverage information conflicts with payer records. Additional follow-up is required. action: attach support if available. [case reference REF000393],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,154,19
"Remark: Referral information is missing or incomplete. Please review before resubmission. (review batch B713) workqueue: pre-bill review. Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000069]",2,authorization,Authorization / Referral,synthetic_rarc_style,244,32
Claim review note: Insurer received the claim after the contractual deadline. Validate supporting information before appeal. (encounter ENC13268) status: analyst review recommended. [review reference REF000183],5,timely_filing,Timely Filing,synthetic_rarc_style,210,25
Denial reason: The encounter exceeded the authorized number of visits; Validate supporting information before appeal; (review batch B591) [prebill reference REF000162],2,authorization,Authorization / Referral,synthetic_rarc_style,167,21
denial reason: duplicate claim line detected by payer processing rules; route to the responsible rcm workqueue; (claim ID CLM000052) action: verify before resubmission. [claim reference REF000052],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,196,26
Claim review note: Documentation does not support medical necessity for the encounter. Please review before resubmission. (encounter ENC48730) action: verify before resubmission. [prebill reference REF000104],6,medical_necessity,Medical Necessity,synthetic_rarc_style,208,25
"denial reason: order, report, or supporting record is missing. validate supporting information before appeal. (claim line 10) [audit reference REF000628]",8,documentation,Documentation,synthetic_rarc_style,153,20
Incomplete/invalid summary.,8,documentation,Documentation,official_rarc,27,2
"referral was required before the service could be covered; validate supporting information before appeal; action: verify before resubmission. Filing date appears within the normal workflow, but the payer response remains unresolved. [audit reference REF000133]",2,authorization,Authorization / Referral,synthetic_rarc_style,260,34
"Payer response: Submitted documentation is incomplete for the billed service. Please review before resubmission. (claim line 3) action: confirm payer rule. Eligibility was checked separately, but the line still needs review. [claim reference REF000523]",8,documentation,Documentation,synthetic_rarc_style,252,34
Payer response: Medical records are required to support this claim. Validate supporting information before appeal. (review batch B772) [case reference REF000379],8,documentation,Documentation,synthetic_rarc_style,161,21
Resubmit this claim using only your National Provider Identifier (NPI).,9,other,Other Administrative,official_rarc,71,10
"Adjudication message: Claim was received after the timely filing deadline; Validate supporting information before appeal; (payer edit EDT-263) Documentation may be available, but the record should be confirmed. [prebill reference REF000096]",5,timely_filing,Timely Filing,synthetic_rarc_style,240,31
denial reason: submission did not meet payer processing requirements. (review batch B136) [prebill reference REF000380],9,other,Other Administrative,synthetic_rarc_style,119,15
clm review note: Claim contains inconsistent administrative information. Correct and resubmit if appropriate. (DOS 2023-11-07) [claim reference REF000532],9,other,Other Administrative,synthetic_rarc_style,154,18
Remark: Medicare contractor requested records were not received; Additional follow-up is required; (payer edit EDT-981) [audit reference REF000159],8,documentation,Documentation,synthetic_rarc_style,147,18
Adjudication message: Provider enrollment or billing status requires review. Validate supporting information before appeal. (payer edit EDT-862) [audit reference REF000026],9,other,Other Administrative,synthetic_rarc_style,172,20
Claim contains a code combination that requires correction. Additional follow-up is required. (encounter ENC83512) [claim reference REF000047],1,coding_error,Coding Error,synthetic_rarc_style,142,17
Payer response: Other coverage information conflicts with insurer records. Validate supporting information before appeal. [audit reference REF000414],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,149,17
"Claim review note: Claim denied because the benefit category does not cover this service. Additional follow-up is required. (claim line 9) No duplicate was confirmed during intake, but adjudication notes still require review. [audit reference REF000079]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,253,36
"Claim review note: Submitted CPT code is not valid for the provider specialty. Additional follow-up is required. (DOS 2023-05-16) status: analyst review recommended. Coverage appears active, but another payer rule may still apply. [claim reference REF000028]",1,coding_error,Coding Error,synthetic_rarc_style,258,36
Procedure code billed is not correct/valid for the services billed or the date of procedure billed.,1,coding_error,Coding Error,official_rarc,99,16
Adjudication message: Insurer system returned a general processing denial. Validate supporting information before appeal. (encounter ENC22887) action: confirm payer rule. [audit reference REF000433],9,other,Other Administrative,synthetic_rarc_style,198,23
Repeat billing detected for the same procedure. (DOS 2023-07-17) [prebill reference REF000180],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,94,12
"Denial reason: The code billed is not payable with the submitted modifier. (encounter ENC83841) action: verify before resubmission. Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000309]",1,coding_error,Coding Error,synthetic_rarc_style,238,33
Payer requested additional review before final adjudication. [case reference REF000236],9,other,Other Administrative,synthetic_rarc_style,87,10
Payer response: Claim was previously processed with the same service details. (encounter ENC91063) [claim reference REF000113],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,126,16
Adjudication message: The approved authorization does not match the billed procedure. Validate supporting information before appeal. action: verify before resubmission. [case reference REF000290],2,authorization,Authorization / Referral,synthetic_rarc_style,195,23
Adjudication message: Medical records are required to support this claim. (review batch B292) [audit reference REF000620],8,documentation,Documentation,synthetic_rarc_style,121,16
Adjudication message: Payer policy identifies the service as investigational or excluded. Please review before resubmission. (payer edit EDT-749) workqueue: pre-bill review. [claim reference REF000352],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,201,24
adjudication message: the code billed is not payable with the submitted modifier. validate supporting information before appeal. (claim line 6) [review reference REF000253],1,coding_error,Coding Error,synthetic_rarc_style,172,23
Documentation does not support the billed procedure details. Correct and resubmit if appropriate. (claim ID CLM000371) [prebill reference REF000371],8,documentation,Documentation,synthetic_rarc_style,148,19
Remark: Medical necessity review determined the service was not justified. Validate supporting information before appeal. [prebill reference REF000100],6,medical_necessity,Medical Necessity,synthetic_rarc_style,151,18
"Submitted information does not meet coverage determination criteria. Route to the responsible RCM workqueue. Coverage appears active, but another payer rule may still apply. [case reference REF000034]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,200,27
Predetermination of services is not allowed under the member's plan.,2,authorization,Authorization / Referral,official_rarc,68,10
Medical records are required to support this claim. Additional follow-up is required. (DOS 2023-03-09) [review reference REF000127],8,documentation,Documentation,synthetic_rarc_style,131,17
"Diagnosis and documentation do not justify the service. Additional follow-up is required. action: attach support if available. Coverage appears active, but another payer rule may still apply. [audit reference REF000139]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,219,30
"Claim review note: Service was already billed for the same patient and date. Filing date appears within the normal workflow, but the payer response remains unresolved. [prebill reference REF000210]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,197,29
Payer response: The treatment is not a payable benefit for this beneficiary. Please review before resubmission. (payer edit EDT-312) [audit reference REF000183],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,160,22
No appeal right except duplicate claim/claim line issue. This claim line was included in a claim that has been previously billed and adjudicated.,3,duplicate_claim,Duplicate Claim,official_rarc,145,23
Claim review note: Modifier is missing or inconsistent with the billed treatment; Please review before resubmission; (review batch B954) [prebill reference REF000404],1,coding_error,Coding Error,synthetic_rarc_style,166,22
Payer response: Claim denied because the benefit category does not cover this claim line. Correct and resubmit if appropriate. (claim line 9) [audit reference REF000049],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,169,25
The maximum allowable payment for this claim line/procedure was paid by the primary insurance. No further payment due.,7,coordination_of_benefits,Coordination of Benefits,official_rarc,118,18
Submitted information does not meet coverage determination criteria. Please review before resubmission. (review batch B252) [case reference REF000091],6,medical_necessity,Medical Necessity,synthetic_rarc_style,150,18
Claim review note: Payer policy identifies the service as investigational or excluded. (encounter ENC65112) workqueue: pre-bill review. [claim reference REF000171],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,163,20
Coverage terminated for non-payment of premium.,0,eligibility,Eligibility / Coverage,official_rarc,47,6
"Adjudication message: Coverage policy excludes the billed procedure. (encounter ENC51802) status: analyst review recommended. The service may be covered, but another denial condition should be reviewed. [audit reference REF000028]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,230,29
"Claim was received after the timely filing deadline. Additional follow-up is required. Coding was reviewed, but payer edits may still require follow-up. [claim reference REF000235]",5,timely_filing,Timely Filing,synthetic_rarc_style,180,25
"Remark: Documentation does not support the billed procedure details; (claim ID CLM000698) Documentation may be available, but the record should be confirmed. [prebill reference REF000698]",8,documentation,Documentation,synthetic_rarc_style,187,25
Treatment is not covered unless the subscriber is classified as at high risk.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,77,13
Claim review note: Required attachment was not included with the claim. Please review before resubmission. [case reference REF000604],8,documentation,Documentation,synthetic_rarc_style,133,18
Adjudication message: Referral information is missing or incomplete. Correct and resubmit if appropriate. (claim line 5) action: confirm payer rule. [review reference REF000256],2,authorization,Authorization / Referral,synthetic_rarc_style,177,23
